Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
,伊想欲偝阿媽去予醫生看。,I siūnn-beh āinn a-má khì hōo i-sing khuànn.
,總是我的大兄踮阮的身邊嘛是phi̍nnh-phi̍nnh喘。,Tsóng--sī guá ê tuā-hiann tiàm guán ê sin-pinn mā sī phi̍nnh-phi̍nnh-tshuán.
,兩位越南籍匹偶予警方閘車，硬扣去派出所。,"Nn̄g uī Ua̍t-lâm-tsi̍k phit-ngóo hōo kíng-hong tsa̍h-tshia, ngē khàu-khì phài-tshut-sóo."
,是佇臺九線的小部落，一般車phiu咧就過，這馬閣加開一逝新路免踅入去，閣較袂hông注意著。,"Sī tī Tâi-kiú-suànn ê sió pōo-lo̍k, it-puann tshia phiu--leh tō kuè, tsit-má koh ke khui tsi̍t tsua sin lōo bián se̍h--ji̍p-khì, koh-khah bē hông tsù-ì--tio̍h."
,莫按呢無代無誌就共人嗙。,Mài án-ne bô-tāi-bô-tsì tō kā lâng phngh.
,公車頂食鹹酥雞予人阻擋phǹg-phǹg吼。,Kong-tshia-tíng tsia̍h kiâm-soo-ke hōo lâng tsóo-tòng phǹg-phǹg-háu.
,便若借款人無才調伻還，就起細漢的共對方拍做重傷，若無就是落人到店頭潑油漆。,"Piān-nā tsioh-khuán-jîn bô tsâi-tiāu phenn-hîng, tō khí sè-hàn--ê kā tuì-hong phah-tsò tāng-siong, nā-bô tō sī làu lâng kàu tiàm-thâu phuah iû-tshat."
,大湖軍艦的艦長潘文坤，前幾日違反營規，以及軍方戰備管制的規定。,"Tuā-ôo kun-lām ê lām-tiúnn Phuan Bûn-khun, tsîng kuí ji̍t uî-huán iânn-kui, í-ki̍p kun-hong tsiàn-pī kuán-tsè ê kui-tīng."
,指導老師用活潑心適的方式，引𤆬學生仔學台語的欲望。,"Tsí-tō lāu-su iōng hua̍t-phuat sim-sik ê hong-sik, ín-tshuā ha̍k-sing-á o̍h Tâi-gí ê io̍k-bōng."
,兩個人遐爾好，煞行到尾無倚靠，愛親像雪文沫，情份哪遮爾薄。,"Nn̄g ê lâng hiah-nī hó, suah kiânn kàu bué bô uá-khò, ài tshin-tshiūnn sap-bûn-phue̍h, tsîng-hūn ná tsiah-nī po̍h."
,生理人就用強力的phòng-phuh共水灌入去牛肉內面，非常悽慘殘忍。,"Sing-lí-lâng tō iōng kiông-li̍k ê phòng-phuh kā tsuí kuàn ji̍p-khì gû-bah lāi-bīn, hui-siông tshi-tshám tsân-jím."
,無疑悟，tsua̋n停佇高速公路頂共國光號閘牢咧，猶提刀仔欲刜ùn-tsiàng。,"Bô-gî-ngōo, tsua̋n thîng tī ko-sok kong-lōo-tíng kā Kok-kong-hō tsa̍h-tiâu--leh, iáu the̍h to-á beh phut ùn-tsiàng."
,醫界煏見笑代，醫生交結金光黨，kuí-lō億保險金予騙了了。,"I-kài piak kiàn-siàu-tāi, i-sing kau-kiat kim-kong-tóng, kuí-lō ik pó-hiám-kim hōo phiàn liáu-liáu."
,啊這虎龍豹彪咱毋知，曷敢往來？,"Ah tse hóo-liông-pà-piu lán m̄ tsai, a̍h kánn óng-lâi?"
,烏頭觳仔是中低海拔的鳥類，臺東的樹林、果子園、公園攏看會著𪜶的影跡。,"Oo-thâu-khok-á sī tiong-kē-hái-pua̍t ê tsiáu-luī, Tâi-tang ê tshiū-nâ, kué-tsí-hn̂g, kong-hn̂g lóng khuànn ē tio̍h in ê iánn-jiah."
,嫁人了後，只有攑舂臼槌舂米、提簸箕簸米、掃塗跤、奉待翁姑、養飼囝就夠額矣，捌字無路用。,"Kè--lâng liáu-āu, tsí-ū gia̍h tsing-khū-thuî tsing-bí, the̍h puà-ki puà bí, sàu thôo-kha, hōng-thāi ang koo, iúnn-tshī kiánn tō kàu-gia̍h--ah, bat-jī bô-lōo-iōng."
,才八坪大的小套房，只有簡單的幾項家具。,"Tsiah pueh phîng tuā ê sió thò-pâng, tsí-ū kán-tan ê kuí hāng ka-kū."
,看這範勢是走無路矣，伊就pui̍h劍自殺。,"Khuànn tse pān-sè sī tsáu bô-lōo--ah, i tō pui̍h-kiàm tsū-sat."
,欲創sainnh？,Beh tshòng sainnh?
,阿英看伊遐sainn-nai氣，就鬥姑情予𪜶𨑨迌較歡喜咧。,"A-ing khuànn i hiah sainn-nai khuì, tō tàu koo-tsiânn hōo in tshit-thô khah huann-hí--leh."
,咱到底咧做啥？,Lán tàu-té teh tsò sannh?
,佛門法師姐弟爭財產起衝突，甚至參垃圾話都講出喙。,"Hu̍t-mn̂g huat-su tsiá-tē tsing tsâi-sán khí tshiong-tu̍t, sīm-tsì tsham lah-sap-uē to kóng-tshut tshuì."
,有立委向立場相仝的媒體，洩漏調查內情。特偵組的檢察官，嘛無遵守偵查無公開的原則。,"Ū li̍p-uí hiòng li̍p-tiûnn sio-kâng ê muî-thé, sia̍p-lāu tiau-tsa luē-tsîng. Ti̍k-tsing-tsoo ê kiám-tshat-kuann, mā bô tsun-siú tsing-tsa bô kong-khai ê guân-tsik."
,樹枝si̍nnh-sua̍innh叫。,Tshiū-ki si̍nnh-sua̍innh kiò.
,這个美的真正去予siòo-tooh去啊!,Tsit-ê Bí--ê tsin-tsiànn khì hōo siòo-tooh--khì--ah!
,牛油是ku̍t-liù-siuh，搶孤的人就五个人一隊，用人疊人閣縛大索的方式，將一个人沿棚柱托(thuh)到棚枋下跤。,"Gû-iû sī ku̍t-liù-siuh, tshiúnn-koo ê lâng tō gōo ê lâng tsi̍t tuī, iōng lâng tha̍h lâng koh pa̍k tuā-soh ê hong-sik, tsiong tsi̍t ê lâng iân pênn-thiāu thuh kàu pênn-pang ē-kha."
,囡仔siu̍t一下對序大的身軀邊過。,Gín-á siu̍t tsi̍t-ē tuì sī-tuā ê sin-khu-pinn--kuè.
,臺灣愛文檨仔成功外銷日本，第一批檨仔已經銷往北海道。,"Tâi-uân Ài-bûn suāinn-á sîng-kong guā-siau Ji̍t-pún, tē-it phue suāinn-á í-king siau-óng Pak-hái-tō."
,佇十八號親率素還真、妖后、月神等霹靂柴尪仔明星，佇雲林縣虎尾布袋戲館開演。,"Tī tsa̍p-peh-hō tshin-suài Sòo-huân-tsin, Iau-hōo, Gua̍t-sîn tíng phik-li̍k tshâ-ang-á bîng-tshenn, tī Hûn-lîm-kuān Hóo-bué pòo-tē-hì-kuán khai-ián."
,借問一下恁便所佇 taih？,Tsioh-mn̄g--tsi̍t-ē lín piān-sóo tī taih?
,看你腹肚thāinn-thāinn，敢有身矣？,"Khuànn lí Pak-tóo thāinn-thāinn, kám ū-sin--ah?"
,因為閃避oo-tóo-bái煞舂著紅毛塗護欄，轎車的車頭塌窩(thap-o)一下真嚴重。,"In-uī siám-pī oo-tóo-bái suah tsing-tio̍h âng-mn̂g-thôo hōo-lân, kiau-tshia ê tshia-thâu thap-o tsi̍t-ē tsin giâm-tiōng."
,後壁若無勞委會共牚(thènn)牢咧，桃竹苗區的就業服務中心敢敢按呢亂舞？,"Āu-piah nā-bô lô-uí-huē kā thènn-tiâu--leh, Thô-tik-biâu khu ê tsiū-gia̍p ho̍k-bū tiong-sim kám kánn án-ne luān bú?"
,資方袂當排斥辛勞抑是去允頭路的人講臺語。,Tsu-hong bē-tàng pâi-thik sin-lô ia̍h-sī khì ín-thâu-lōo ê lâng kóng Tâi-gí.
,恁中國人咧讀聖經的態度真好，那讀那咧頕頭。,"Lín Tiong-kok-lâng teh tha̍k sìng-king ê thāi-tōo tsin hó, ná tha̍k ná teh thìm-thâu."
,阿炮那共逐个斟酒那講「烏龍師的，你的祕訣太準咧，以後閣請師的多多指教！」,"A-phàu ná kā ta̍k-ê thîn tsiú ná kóng: ""Oo-liông-sai--ê, lí ê pì-kuat thài tsún--leh, í-āu koh tshiánn sai--ê to-to tsí-kàu!"""
,佇畜產試驗所服務的郭猛德，研發出三段式的豬牢屎尿處理系統。,"Tī thiok-sán tshì-giām-sóo ho̍k-bū ê Kueh Bíng-tik, gián-huat tshut sann-tuānn-sik ê ti-tiâu sái-jiō tshú-lí hē-thóng."
,頭家娘恁有偌濟麥通糶？,Thâu-ke-niû lín ū luā-tsuē be̍h thang thiò?
,自來台語演員無地位，著裝小丑仔，袂少藝名是用歹意思个話來號，像「脫線」就是。,"Tsū lâi Tâi-gí ián-guân bô tē-uī, tio̍h tsng siáu-thiúnn-á, bē-tsió gē-miâ sī iōng pháinn ì-sù ê uē lâi hō, tshiūnn ""thuat-suànn"" tō sī."
,煮食的人共伊買一塊塗魠魚，伊嫌傷tseh-thuah，就捾去還予人。,"Tsú-tsia̍h ê lâng kā i bé tsi̍t tè thôo-thoh hî, i hiâm siunn tseh-thuah, tō kuānn-khì hîng hōo--lâng."
,另外彼三个對後面捒牛尻川，按呢捒一下thōm一步，舞一晡才上車。,"Līng-guā hit sann ê uì āu-bīn sak gû kha-tshuinn, án-ne sak--tsi̍t-ē thōm tsi̍t pōo, bú tsi̍t poo tsiah tsiūnn-tshia."
,手內提彼張批紙，那讀目屎那tho̍p-tho̍p滴。,"Tshiú-lāi the̍h hit tiunn phue-tsuá, ná tha̍k ba̍k-sái ná tho̍p-tho̍p tih."
,就算目睭看甲欲挩窗，猶是只看著密密的烏點。,Tō sǹg ba̍k-tsiu khuànn kah beh thuah-thang，iáu-sī tsí khuànn-tio̍h ba̍t-ba̍t ê oo-tiám.
,In老爸提來做筊本矣。,In lāu-pē thue̍h-lâi tsuè kiáu-pún--ah.
,公家的退休金平均8萬，一般勞工是2萬2。,"Kong-ka ê thuè-hiu-kim pîng-kun peh-bān, it-puann lô-kang sī nn̄g-bān jī."
,因為今年量少，澎湖的拍賣市場逐家相爭買塗魠魚。,"In-uī kin-nî liōng tsió, Phênn-ôo ê phah-bē tshī-tiûnn ta̍k-ke sio-tsenn bé thôo-thuh-hî."
,一擺閣一擺，臺鐵不時咧脫箠，緊縒慢會出代誌。,"Tsi̍t pái koh tsi̍t pái, Tâi-thih put-sî teh thut-tshê, kín-tsua̍h-bān ē tshut tāi-tsì."
,頂禮拜臺大人類學系的某乜教授，紹介這个石杵已經有萬外年。,"Tíng-lé-pài Tâi-tāi Jîn-luī ha̍k-hē ê bóo-mí káu-siū, siāu-kài tsit ê tsio̍h-thú í-king ū bān-guā nî."
,毋過有一个阿伯仔伊真凍霜，算盤擉擉咧講：「Aih-iah，按呢毋通！」,"M̄-koh ū tsi̍t ê a-peh--á i tsin tàng-sng, sǹg-puânn tiak-tiak--leh kóng: ""Aih-iah, án-ne m̄-thang!"""
,這對老tiâng-siū翁仔某牽手規世人，做伙守護這段珍貴的愛情。,"Tsit tuì lāu-tiâng-siū ang-á-bóo khan-tshiú kui-sì-lâng, tsò-hué siú-hōo tsit tuann tin-kuì ê ài-tsîng."
,導演楊雅哲邀請信樂團的前主唱信佮十幾个義工，鬥翕反核廣告。,"Tō-ián Iûnn Ngá-tiat iau-tshiánn sìn-ga̍k-thuân ê tsîng tsú-tshiùnn Sìn kah tsa̍p-kuí ê gī-kang, tàu hip huán-hu̍t kong-kò."
,翁毋挃某，某毋挃翁。,"Ang m̄-ti̍nnh bóo, bóo m̄-ti̍nnh ang."
,佇左營的宏南、宏毅宿舍包括無仝時期的建築設計，是全台灣從到今上完整的社區。,"Tī Tsó-iânn ê Hông-lâm, Hông-gē sok-sià pau-kuat bô-kâng sî-kî ê kiàn-tio̍k siat-kè, sī tsuân Tâi-uân tsîng-kàu-tann siōng uân-tsíng ê siā-khu."
,因為血癌定定需要化療，治療過程予伊疼搐搐。,"In-uī hueh-gâm tiānn-tiānn su-iàu huà-liâu, tī-liâu kuè-thîng hōo i thiànn-tiuh-tiuh."
,放榜了後才來毋敢佮人相tòm頭。,Hòng-pńg liáu-āu tsiah lâi m̄-kánn kah lâng sio tòm-thâu.
,"請你佇""tonn""一聲了後開始留話，多謝。","Tshiánn lí tī ""tonn"" tsi̍t siann liáu-āu khai-sí lâu-uē, to-siā."
,伊講橄欖滋味誠讚，小可甘甜甘甜，食著喙齒瀾to̍p-to̍p-tin。,"I kóng kan-ná tsu-bī tsiânn-tsán, sió-khuá kam-tinn kam-tinn, tsia̍h-tio̍h tshuì-khí-nuā to̍p-to̍p-tin."
,因為過敏，致使掛手指的倒手尾二指腫甲佮煙腸平大。,"In-uī kuè-bín, tì-sú kuà tshiú-tsí ê tò-tshiú-bué jī-tsáinn tsíng kah kah ian-tshiâng pênn tuā."
,路欲tsê-tsánn上緊嘛是明年年中。,Lōo beh tsê-tsánn siāng-kín mā-sī mê-nî nî-tiong.
,求你予歹人見笑，予𪜶佇陰間靜tsauh-tsauh。,"Kiû lí hōo pháinn-lâng kiàn-siàu, hōo in tī im-kan tsīng-tsauh-tsauh."
,咱人若著生驚，心臟phi̍h-pho̍k-tsháinn、喘大氣，手自然會去挲捋（so-lua̍h）家己的胸坎。,"Lán lâng nā tio̍h-tshenn-kiann, sim-tsōng phi̍h-pho̍k-tsháinn, tshuán-tuā-khuì, tshiú tsū-liân ē khì so-lua̍h ka-tī ê hing-khám."
,這時又閣放炮、大鑼大鼓，tshinn-tshinn錚錚。,"Tsit-sî iū-koh pàng-phàu, tuā-lô-tuā-kóo, tshinn-tshinn-tshānn-tshānn."
,我的奶水嘈嘈滴。,Guá ê ling-tsuí tsha̍uh-tsha̍uh-tih.
,你莫嚇驚我，害我心肝嚓一下。,"Lí mài heh-kiann--guá, hāi guá sim-kuann tshia̍k--tsi̍t-ē."
,有錢的查埔人娶三妻四妾是真四常的代誌。,Ū-tsînn ê tsa-poo-lâng tshuā sam-tshe-sù-tshiap sī tsin sù-siông ê tāi-tsì.
,規路廣播電台佇我耳空邊tshia̍uh-tshia̍uh叫，話講袂停。,"Kui-lōo kóng-pò-tiān-tâi tī-guá hī-khang pinn tshia̍uh-tshia̍uh-kiò, uē kóng bē thîng."
,欲予人請，逐家攏穿甲hóng-tshiauh-tshiauh。,"Beh hōo lâng tshiánn, ta̍k-ke lóng tshīng kah hóng-tshiauh-tshiauh."
,佇遠遠有聽著幾个婦人人tshinnh-tshinnh的聲。,Tī hn̄g-hn̄g ū thiann-tio̍h kuí ê hū-jîn-lâng tshinnh-tshinnh ê siann.
,𪜶兜彼張眠床是六尺五尺的，抑是六尺四方的？,"In tau hit tiunn bîn-tshn̂g sī la̍k-tshioh gōo-tshioh--ê, ia̍h-sī la̍k tshioh sù-hong-ê?"
,法院已經發出通緝令，洪先生插翅都難飛。,"Huat-īnn í-king huat-tshut thong-tship-līng, Âng sian-sinn tshah-si̍t to lân pue."
,隔壁阿伯ha-tshiuh一下煞閃著腰.,Keh-piah a-peh ha-tshiuh—tsi̍t-ē suah siám-tio̍h-io.
,Ha-tshiuh遐大聲是欲死人hiooh.,Ha-tshiuh hiah tuā-siann sī beh sí-lâng--hiooh.
,"伊tshi̍h-tshi̍h-tshn̍gh-tshn̍gh咧吼,你敢攏無聽eh?","I tshi̍h-tshi̍h-tshn̍gh-tshn̍gh teh háu, lí kám lóng bô-thiann--eh?"
,咱敢著閣煩惱後擺伊會無要無意就tshoh樹仔，拆歷史建築？,"Lán kám tio̍h koh huân-ló āu-pái i ē bô-iàu-bô-ì tō tshoh tshiū-á, thiah li̍k-sú kiàn-tio̍k?"
,鹽一撮仔就好矣。,Iâm tsi̍t-tshok-á tō hó--ah.
,啊這條錢敢提會tshuaih.,Ah tsit-tiâu tsînn kám the̍h ē tshuaih.
,我已經分會tshua̋i方向 。,Guá í-king hun ē tshua̋i hong-hiòng.
,你就門乎tsua̋nn攏閂閂起來。,Lí tō mn̂g--honnh tsua̋nn lóng tshuànn-tshuànn--khí-lâi.
,聽伊哭甲真慘慼，死翁頭殼插白花。想欲閣問一句話，驚予伊嘛袂曉說。,"Thiann i khàu-kah tsin tshám-tshueh, sí ang thâu-khak tshah pe̍h-hue. Siūnn-beh koh mn̄g tsi̍t kù uē, kiann hōo i mā bē-hiáu sueh."
,目睭眵眵，便所看做hoo-thé-luh.,"Ba̍k-tsiu tshuh-tshuh, piān-sóo khuànn-tsò hoo-thé-luh."
,請你共薰焠(tshuh)予花。,Tshiánn lí kā hun tshuh hōo hua.
,湯傷滇，我無細膩tsiak著你的褲。,"Thng siunn tīnn, guá bô sè-jī tsiak-tio̍h lí-ê khòo,"
,今仔日PM 2.5誠懸，逐家門攏關到密喌喌。,"Kin-á-ji̍t PM jī tiám gōo tsiânn kuân, ta̍k-ke mn̂g kuainn kàu ba̍t-tsiuh-tsiuh."
,佇遐看的人，也是三三五五，tshinnh-tshinnh-tsngh-tsngh。,"Tī hia khuànn ê lâng, iā-sī sam-sam-ngóo-ngóo, tshinnh-tshinnh-tsngh-tsngh."
,輾輾咧、跩跩咧，無到五分鐘稻草變出花字。,"Liàn-liàn--leh, tsuāinn-tsuāinn--leh, bô kàu gôo hun-tsing tiū-tsháu pīnn-tshut hue-jī."
,火tsua̋inn燒了了。,Hué tsua̋inn sio-liáu-liáu.
,逐家攏是頭一擺佈田，結果著是秧仔插甲歪歪tsuāi-tsuāi。,"Ta̍k-ke lóng-sī thâu it pái pòo-tshân, kiat-kó tio̍h-sī ng-á tshah kah uai-uai-tsuāi-tsuāi."
,親像甜粿、八寶飯等年節(tsueh)食物，攏愛用秫米來做.,"Tshin-tshiūnn tinn-kué, pat-pó-pn̄g tíng nî-tsueh tsia̍h-mi̍h, lóng ài-īng tsu̍t-bí lâi-tsò."
,伊予阿公倖歹矣，不時佇遐受氣張掇。,"I hōo a-kong sìng pháinn--ah, put-sî tī hia siū-khì tiunn-tuah."
,伊的面膨皮膨皮，tuainn-tuainn-tuainn。,"I ê bīn phòng-phuê-phòng-phuê, tuainn-tuainn-tuainn."
,人毋是伊刣的，伊落尾無關，就按呢tuaih.,"Lâng m̄ sī i thâi—ê, i lo̍h-bué bô kuainn, tsū-án-ne tuaih."
,猶毋過因為天氣䆀，無法度閣飛tuài臺灣。,"Iah-m̄-koh in-uī thinn-khì bái, bô-huat-tōo koh pue tuài Tâi-uân."
,𪜶共千百冬的封建體制拍破，開創日本現代化的基礎，尾仔官僚佮政客奪取成果。,"In kā tshing pah tang ê hong-kiàn thé-tsè phah-phuà, khai-tshòng Ji̍t-pún hiān-tāi-huà ê ki-tshóo, bué-á kuann-liâu kah tsìng-kheh tua̍t-tshú sîng-kó。"
,一下聽講衛生紙欲起價，逐家攏買來囤厝內。,"Tsi̍t-ē thiann-kóng uē-sing-tsuá beh khí-kè, ta̍k-ke lóng bé-lâi tún tshù-lāi."
,你行路哪會怪怪，敢是去uaih著。,Lí kiânn-lōo ná-ē kuài-kuài，kám-sī khì uaih--tio̍h。
,伊頭一擺出門做生理，沿烏寒的街仔路uainnh-uainnh仔行，喙齒根咬到kia̍k-kia̍k叫，毋敢大聲喝賣。,"I thâu tsi̍t pái tshut-mn̂g tsò-sing-lí, iân oo-kuânn ê ke-á-lōo uainnh-uainnh-á kiânn, tshuì-khí-kin kā kàu kia̍k-kia̍k-kiò, m̄-kánn tuā-siann huah-bē."
,恁兩箍行路uainnh咧uainnh咧，走較緊咧啦!,"Lín nn̄g-khoo kiânn-lōo uainnh--leh uainnh--leh, tsáu khah kín--leh lah!"
,"竹仔發出「嚶嚶uāinn-uāinn」的聲,","Tik-á huat-tshut ""inn-inn-uāinn-uāinn"" ê siann,"
,產婆腹肚撨了後，囡仔生落塗跤兜，隨時哭甲uannh-uannh吼。,"Sán-pô pak-tóo tshiâu liáu-āu, gín-á sinn-lo̍h thôo-kha-tau, suî-sî khàu kah uannh-uannh-háu."
,聽講囡仔人拍噎仔較gâu大。,Thiann-kóng gín-á-lâng phah-uh-á khah gâu tuā.
,𪜶手下假滇狂，佇城門的門扇亂寫亂劃。,"In tshiú-ē ké tian-kông, tī siânn-mn̂g ê mn̂g-sìnn luān siá luān ui̍h."
