Im-tóng,Hàn-jī,Lô-má-jī,Tsing-kui-hàn-jī,Tsing-kui-lô-má-jī
"Oct 8, 2018 _111.wav",天氣變熱，足濟查埔人咧穿la̋i-lín-gù。,"Thinn-khì piàn jua̍h, tsiok tsē ta-poo-lâng leh tshīng la̋i-lín-gù. 【無袖背心 la̋i-lín-gù 】",,
"Oct 8, 2018 _112.wav",買香的時陣，頭家會送一寡lài-tah。,"Bé hiunn ê sî-tsūn, thâu-ke ē sàng tsi̍t-kuá lài-tah. 【打火機 lài-tah 】",,
"Oct 8, 2018 _113.wav",我想欲食薰，你有lài-tah無？,"Guá siūnn beh tsia̍h-hun, lí ū lài-tah--bô? 【打火機 lài-tah 】",,
"Oct 8, 2018 _114.wav",這項菜內底有摻le-bóng著毋？Le-bóng味真厚真芳。,Tsit hāng tshài lāi-té ū tsham le-bóng tio̍h--m̄? Le-bóng bī tsin kāu tsin phang. 【檸檬 le-bóng 】,,
"Oct 8, 2018 _115.wav",有一寡cosplay的衫是有車lè-sìr的。,Ū tsi̍t-kuá cosplay ê sann sī ū tshia lè-sìr--ê. 【蕾絲花邊 lè-sìr 】,,
"Oct 8, 2018 _116.wav",彼台li-á-khah後壁載足濟物件。,Hit tâi li-á-khah āu-piah tsài tsiok tsē mi̍h-kiānn. 【臺車 li-á-khah 】,,
"Oct 8, 2018 _117.wav",彼台li-á-khah的後壁車足濟物件。,Hit tâi li-á-khah ê āu-piah tshia tsiok tsē mi̍h-kiānn. 【拖車 li-á-khah 】,,
"Oct 8, 2018 _118.wav",彼台li-á-khah的頂懸載足濟物件。,Hit tâi li-á-khah ê tíng-kuân tsài tsiok tsē mi̍h-kiānn. 【台車 li-á-khah 】,,
"Oct 8, 2018 _119.wav",古早人攏用lia̋n-táng起火。,Kóo-tsá-lâng lóng īng lia̋n-táng khí-hué. 【煤球 lia̋n-táng 】,,
"Oct 8, 2018 _120.wav",Li̋n-jín加食一寡對目睭蓋好蓋有幫助。,Li̋n-jín ke tsia̍h--tsi̍t-kuá tuì ba̍k-tsiu kài hó kài ū pang-tsōo. 【紅蘿蔔 li̋n-jín 】,,
"Oct 8, 2018 _121.wav",加食li̋n-jín對目睭有真大的幫助。,Ke tsia̍h li̋n-jín tuì ba̍k-tsiu ū tsin tuā ê pang-tsōo. 【紅蘿蔔 li̋n-jín 】,,
"Oct 8, 2018 _122.wav",較早lìn-gòo是蓋貴重的果子。,Khah-tsá lìn-gòo sī kài kuì-tiōng ê kué-tsí. 【蘋果 lìn-gòo 】,,
"Oct 8, 2018 _123.wav",較早有一款lìn-gòo叫做五爪lìn-gòo，是蓋貴重的物件。,"Khah-tsá ū tsi̍t khuán lìn-gòo kiò-tsò gōo-jiáu lìn-gòo, sī kài kuì-tiōng ê mi̍h-kiānn. 【蘋果 lìn-gòo 】",,
"Oct 8, 2018 _124.wav",你若無提loo-lái-bà捘會捘袂絚。,Lí nā bô the̍h loo-lái-bà tsūn ē tsūn bē ân. 【螺絲起子 loo-lái-bà 】,,
"Oct 8, 2018 _125.wav",彼lòo-suh炒筍絲蓋好食，蓋著味喔。,"He lòo-suh tshá sún-si kài hó-tsia̍h, kài tio̍h-bī--oo. 【里脊肉 lòo-suh 】",,
"Oct 8, 2018 _126.wav",猶原有袂少人會穿lóo-lí-á。,Iu-guân ū bē tsió lâng ē tshīng lóo-lí-á. 【橡膠拖鞋 lóo-lí-á 】,,
"Oct 8, 2018 _127.wav",有朋友感覺穿lóo-lí-á出門是真失禮的代誌。,Ū pîng-iú kám-kak tshīng lóo-lí-á tshut-mn̂g sī tsin sit-lé ê tāi-tsì. 【橡膠拖鞋 lóo-lí-á 】,,
"Oct 8, 2018 _128.wav",先生，伊這幾工拍寒拍熱，敢會是著ma-lá-lí-á？,"Sian-sinn, i tsit kuí kang phah-kuânn-phah-jua̍h, kám ē sī tio̍h ma-lá-lí-á? 【瘧疾 ma-lá-lí-á 】",,
"Oct 8, 2018 _129.wav",Sia̋n-sé，伊這幾工連鞭喝寒連鞭喝熱，敢是著ma-lá-lí-á？,"Sia̋n-sé, i tsit kuí kang liâm-mi huah kuânn liâm-mi huah jua̍h, kám sī tio̍h ma-lá-lí-á? 【瘧疾 ma-lá-lí-á 】",,
"Oct 8, 2018 _130.wav",毋好猶未減肥就去參加ma-lá-sóng，會死人。,"M̄ hó iáu-bē kiám-puî tō khì tsham-ka ma-lá-sóng, ē sí-lâng. 【馬拉松 ma-lá-sóng 】",,
"Oct 8, 2018 _131.wav",你人無爽快會用得去予人ma-sà-tsì一下。,Lí lâng bô sóng-khuài ē-īng-eh khì hōo lâng ma-sà-tsì--tsi̍t-ē. 【馬殺雞 ma-sà-tsì 】,,
"Oct 8, 2018 _132.wav",你人無爽快會用得去hông ma-sà-tsì一下。,Lí lâng bô sóng-khuài ē-īng-eh khì hông ma-sà-tsìì--tsi̍t-ē. 【按摩 ma-sà-tsì 】,,
"Oct 8, 2018 _133.wav",這看價數就知影毋是做一般的ma-sà-tsì。,Tse khuànn kè-siàu tō tsai-iánn m̄ sī tsò it-puann ê ma-sà-tsì. 【色情按摩 ma-sà-tsì 】,,
"Oct 8, 2018 _134.wav",彼个阿伯逐擺提著mái-kù就毋肯放，你愛較注意毋好予伊上台。,"Hit ê a-peh ta̍k-pái the̍h-tio̍h mái-kù tō m̄ khíng pàng, lí ài khah tsù-ì m̄ hó hōo i tsiūnn-tâi. 【麥克風 mái-kù 】",,
"Oct 8, 2018 _135.wav",彼个阿桑見擺攑mái-kù攏袂癮放，實在有影是乎。,"Hit ê a-sáng kiàn-pái gia̍h mái-kù lóng bē giàn pàng, si̍t-tsāi ū-iánn sī--honnh. 【麥克風 mái-kù 】",,
"Oct 8, 2018 _136.wav",你若無棄嫌，會當用me-lí-á枋落去做裝潢。,"Lí nā-bô khì-hiâm, ē-tàng iōng me-lí-á-pang lo̍h-khì tsò tsong-hông. 【三夾板 me-lí-á 】",,
"Oct 8, 2018 _137.wav",你若無棄嫌，用me-lí-á枋lueh做裝潢就真媠矣。,"Lí nā bô khì-hiâm, iōng me-lí-á-pang lueh tsò tsong-hông tō tsin suí--ah. 【三夾板 me-lí-á 】",,
"Oct 8, 2018 _138.wav",最近me-lóng已經大出矣，會當加買一點仔。,"Tsuè-kīn me-lóng í-king tuā-tshut--ah, ē-tàng ke bé--tsi̍t-tiám-á. 【香瓜 me-lóng 】",,
"Oct 8, 2018 _139.wav",你好，這是我的mè-sì，面頂有阮公司的住址佮電話。,"Lí hó, tse sī guá ê mè-sì, bīn-tíng ū gún kong-si ê tsū-tsí kah tiān-uē. 【名片 mè-sì 】",,
"Oct 8, 2018 _140.wav",阿媽的mi-sín會當車足濟款物件出來。,A-má ê mi-sín ē-tàng tshia tsiok tsē khuán mi̍h-kiānn tshut--lâi. 【裁縫車 mi-sín 】,,
"Oct 8, 2018 _141.wav",你欲摻mí-sooh進前愛先試一下仔鹹汫，有的鹹汫無啥仝款。,"Lí beh tsham mí-sooh tsìn-tsîng ài sing tshì tsi̍t-ē-á kiâm-tsiánn, ū ê kiâm-tsiánn bô siánn kāng-khuán. 【味噌 mí-sooh 】",,
"Oct 8, 2018 _142.wav",彼mòo-tà有淡薄仔燒燒矣，愛歇睏一下毋好予伊紡歹去。,"He mòo-tà ū tām-po̍h-á sio-sio--ah, ài hioh-khùn--tsi̍t-ē m̄ hó hōo i pháng pháinn--khì. 【馬達 mòo-tà 】",,
"Oct 8, 2018 _143.wav",其實有蓋濟款衫攏用na̋i-lóng做的。,Kî-si̍t ū kài tsē khuán sann lóng īng na̋i-lóng tsò--ê. 【耐龍 na̋i-lóng 】,,
"Oct 8, 2018 _144.wav",入去正式的所在進前，攏愛先掛ne-kut-tái。,"Ji̍p-khì tsìng-sik ê sóo-tsāi tsìn-tsîng, lóng ài sing kuà ne-kut-tái. 【領帶 ne-kut-tái 】",,
"Oct 8, 2018 _145.wav",伊頭殼nőo-sín去矣莫插伊。,I thâu-khak nőo-sín khì--ah mài tshap--i. 【腦筋不正常 nőo-sín 】,,
"Oct 8, 2018 _146.wav",這nóo-lih有摻麻仔足芳呢！,Tse nóo-lih ū tsham muâ-á tsiok phang--neh! 【海苔 nóo-lih 】,,
"Oct 8, 2018 _147.wav",Oo-bá-sán你好，你欲愛的物件佇遮。,"Oo-bá-sán lí hó, lí beh ài ê mi̍h-kiānn tī tsia. 【歐巴桑 oo-bá-sán 】",,
"Oct 8, 2018 _148.wav",Oo-jí-sáng失禮，你講話較慢咧，我拄才聽無清楚。,"Oo-jí-sáng sit-lé, lí kóng-uē kah bān--leh, guá tú-tsiah thiann bô tshing-tshóo. 【歐吉桑 oo-jí-sáng 】",,
"Oct 8, 2018 _149.wav",Seven-eleven的oo-lián規工攏有咧賣。,Seven-eleven ê oo-lián kui kang lóng ū leh bē. 【黑輪 oo-lián 】,,
"Oct 8, 2018 _150.wav",這身oo-lín-gióo妝甲媠媠媠閣袂傷貴呢。,Tsit sin oo-lín-gióo tsng kah suí-suí-suí koh bē siunn kuì--neh. 【人偶 oo-lín-gióo 】,,
"Oct 8, 2018 _151.wav",這間店賣的oo-lín-gióo攏蓋貴。,Tsit king tiàm bē ê oo-lín-gióo lóng kài kuì. 【洋娃娃 oo-lín-gióo 】,,
"Oct 8, 2018 _152.wav",Oo-nè-sàng你的氣口嘛莫遐爾歹，你先坐落來，有啥物代誌咱好好仔講啦乎。,"Oo-nè-sàng lí ê khuì-kháu mā mài hiah-nī pháinn, lí sing tsē--lo̍h-lâi, ū siánn-mih tāi-tsì lán hó-hó-á kóng--lah--honnh. 【大姐 oo-nè-sàng 】",,
"Oct 8, 2018 _153.wav",Oo-tóo-bái是非常平常的交通工具，全台灣揣無人袂曉騎oo-tóo-bái的。,"Oo-tóo-bái sī hui-siông pîng-siông ê kau-thong kang-khū, tsuân Tâi-uân tshuē bô lâng bē-hiáu khiâ oo-tóo-bái--ê. 【機車 oo-tóo-bái 】",,
"Oct 8, 2018 _154.wav",天氣咧反寒矣，疊一領òo-bà較好。,"Thinn-khì leh huán kuânn--ah, tha̍h tsi̍t niá òo-bà khah hó. 【大衣 òo-bà 】",,
"Oct 8, 2018 _155.wav",Pha-tsìn-kòo這陣佇台灣較無流行矣。,Pha-tsìn-kòo tsit-tsūn tī Tâi-uân khah bô liû-hîng--ah. 【柏青哥 pha-tsìn-kòo 】,,
"Oct 8, 2018 _156.wav",Tsioo-kóo-lè-tòo乎愛選七十五pha̋-siàn-tòo以上的對身體較好。,Tsioo-kóo-lè-tòo--honnh ài suán tshit-tsa̍p-gōo pha̋-siàn-tòo í-siōng--ê tuì sin-thé khah hó. 【百分比 pha̋-siàn-tòo 】,,
"Oct 8, 2018 _157.wav",台北市長的候選人內面，柯P的支持度pha̋-siàn-tòo較懸。,"Tâi-pak tshī-tiúnn ê hāu-suán-jîn lāi-bīn, Kho-P ê tsi-tshî-tōo pha̋-siàn-tòo khah kuân. 【百分率 pha̋-siàn-tòo 】",,
"Oct 8, 2018 _158.wav",這間pháng店內底的pháng芳甲敢若啥，敢是有摻一寡阿沙不魯的化學藥品？,"Tsit king pháng-tiàm lāi-té ê pháng phang kah ká-ná siannh, kám-sī ū tsham tsi̍t-kuá a-sa-puh-luh ê huà-ha̍k io̍h-phín? 【麵包 pháng 】",,
"Oct 8, 2018 _159.wav",彼跤踏車phàng-kù矣，愛去補內胎矣。,"He kha-ta̍h-tshia phàng-kù--ah, ài khì póo lāi-thai--ah. 【爆胎 phàng-kù 】",,
"Oct 8, 2018 _160.wav",對學音樂的人來講，會曉搬phi-á-nooh是蓋基本的代誌。,"Tuì o̍h im-ga̍k ê lâng lâi kóng, ē-hiáu puann phi-á-nooh sī kài ki-pún ê tāi-tsì. 【鋼琴 phi-á-nooh 】",,
"Oct 8, 2018 _161.wav",啥人去鬥提一支phiàn-tsih來共釘仔鋏予開。,Siánn-lâng khì tàu the̍h tsi̍t ki phiàn-tsih lâi kā ting-á giap hoo khui. 【鐵鉗 phiàn-tsih 】,,
"Oct 8, 2018 _162.wav",咱會使拍phi̋n-phóng來練身體。,Lán ē-sái phah phi̋n-phóng lâi liān sin-thé. 【桌球 phi̋n-phóng 】,,
"Oct 8, 2018 _163.wav",Phi̋n-phóng是一項對身體真好的運動。,Phi̋n-phóng sī tsi̍t hāng tuì sin-thé tsin hó ê ūn-tōng. 【乒乓球 phi̋n-phóng 】,,
"Oct 8, 2018 _164.wav",水紡無啥會起去，可能愛閣鬥一台phòng-phù來鬥紡。,"Suí pháng bô siánn ē khí--lì, khó-lîng ài koh tàu tsi̍t tâi phòng-phù lâi tàu pháng. 【幫浦 phòng-phù 】",,
"Oct 8, 2018 _165.wav",水紡袂起去，可能愛閣鬥一台pháng-phù來鬥紡。,"Suí pháng bē khí--lì, khó-lîng ài koh tàu tsi̍t tâi pháng-phù lâi tàu pháng. 【幫浦 pháng-phù 】",,
"Oct 8, 2018 _166.wav",彼台直升機的phu-lóo-phé-lá開始咧轉矣，咱愛閃較開的，才袂有危險。,"Hit tâi ti̍t-sing-ki ê phu-lóo-phé-lá khai-sí teh tńg--ah, lán ài siám khah khui--ê, tsiah bē ū huî-hiám. 【螺旋槳 phu-lóo-phé-lá 】",,
"Oct 8, 2018 _167.wav",有人佇風颱天peh山煞無去矣，地方政府就派一台phu-lóo-phé-lá緊共伊揣轉來。,"Ū lâng tī hong-thai-thinn peh-suann suah bô--khì--ah, tē-hng tsìng-hú tō phài tsi̍t tâi phu-lóo-phé-lá kín kā i tshuē--tńg-lâi. 【螺旋槳 phu-lóo-phé-lá 】",,
"Oct 8, 2018 _168.wav",彼對翁仔某學的是正派的pu-lù-sù，跳甲誠好看。,"Hit tuì ang-á-bóo o̍h--ê sī tsìng-phài ê pu-lù-sù, thiàu kah tsiânn hó-khuànn. 【布魯司 pu-lù-sù 】",,
"Oct 8, 2018 _169.wav",彼對翁仔某跳的pu-lù-sù真正派。,Hit tuì ang-á-bóo thiàu ê pu-lù-sù tsin tsìng-phài. 【布魯司 pu-lù-sù 】,,
"Oct 8, 2018 _170.wav",Sa-khá-lí-bah內底搵料的味是有較重淡薄仔。,Sa-khá-lí-bah lāi-té ùn-liāu ê bī sī ū khah tāng--tām-po̍h-á. 【沙卡哩巴 sa-khá-lí-bah 】,,
"Oct 8, 2018 _171.wav",Sa-khá-lí-bah內底搵料的味蓋重。,Sa-khá-lí-bah lāi-té ùn-liāu ê bī kài tāng. 【沙卡哩巴 sa-khá-lí-bah 】,,
"Oct 8, 2018 _172.wav",佇日本，sa-khú-lah開的彼當陣規坪紅記記蓋媠。,"Tī Ji̍t-pún, sa-khú-lah khui ê hit-tang-tsūn kui phiânn âng-kì-kì kài suí. 【櫻花 sa-khú-lah 】",,
"Oct 8, 2018 _173.wav",食日本料理定定會點sa-sí-mih來食。,Tsia̍h Ji̍t-pún liāu-lí tiānn-tiānn-ē tiám sa-sí-mih lâi tsia̍h. 【生魚片 sa-sí-mih 】,,
"Oct 8, 2018 _174.wav",食sa-sí-mih的時會使搵一寡ua-sá-bih佮豆油。,Tsia̍h sa-sí-mih ê sî ē-sái ùn tsi̍t-kuá ua-sá-bih kah tāu-iû. 【生魚片 sa-sí-mih 】,,
"Oct 8, 2018 _175.wav",這項菜是阮頭家招待的，予恁sa̋-bì-sù一下。,"Tsit hāng tshài sī gún thâu-ke tsiau-thāi--ê, hōo lín sa̋-bì-sù--tsi̍t-ē. 【優待 sa̋-bì-sù 】",,
"Oct 8, 2018 _176.wav",阮買遮爾濟物件，頭家你嘛sa̋-bì-sù一下算較俗咧。,"Gún bé tsiah-ní tsē mi̍h-kiānn, thâu-ke lí mā sa̋-bì-sù--tsi̍t-ē sǹg khah sio̍h--leh. 【優惠 sa̋-bì-sù 】",,
"Oct 8, 2018 _177.wav",你才買二百箍就叫我共你sa̋-bì-sù，你食較䆀啦。,"Lí tsiah bé nn̄g-pah khoo tō kiò guá kā lí sa̋-bì-sù, lí tsia̍h kah bái--lah. 【優惠 sa̋-bì-sù 】",,
"Oct 8, 2018 _178.wav",你先量一下仔sài-sù，才袂講買轉去發覺穿袂落去。,"Lí sing niû tsi̍t-ē-á sài-sù, tsiah bē kóng bé--tńg-khì huat-kak tshīng bē lo̍h--khì. 【尺寸 sài-sù 】",,
"Oct 8, 2018 _179.wav",你買家具進前先量一下仔sài-sù。,Lí bé ka-khū tsìn-tsîng sing niû tsi̍t-ē-á sài-sù. 【尺寸 sài-sù 】,,
"Oct 8, 2018 _180.wav",應該愛對國小、初中就開始教sak-khuh按怎用較安全。,"Ing-kai ài tuì kok-sió, tshoo-tiong tō khai-sí kà sak-khuh án-tsuánn īng khah an-tsuân. 【保險套 sak-khuh 】",,
"Oct 8, 2018 _181.wav",咱買物件進前著先看sa̋m-phú-luh看覓有佮意無。,Lán bé mi̍h-kiānn tsìn-tsîng tio̍h sing khuànn sa̋m-phú-luh khuànn-māi ū kah-ì--bô. 【樣品 sa̋m-phú-luh 】,,
"Oct 8, 2018 _182.wav",到今，查埔囡仔若欲參加正式的宴會，嘛是仝款愛穿se-bí-looh。,"Kàu-tann, ta-poo-gín-á nā beh tsham-ka tsìng-sik ê iàn-huē, mā sī kāng-khuán ài tshīng se-bí-looh. 【西裝 se-bí-looh 】",,
"Oct 8, 2018 _183.wav",咱按呢做應該是無問題、sè-hù啦。,Lán án-ne tsò ing-kai sī bô-būn-tê sè-hù--lah. 【安全 sè-hù 】,,
"Oct 8, 2018 _184.wav",你先粗坯做一下才閣來si-á-geh就好。,Lí sing tshoo-phe tsò--tsi̍t-ē tsiah koh lâi si-á-geh tō hó. 【修飾 si-á-geh 】,,
"Oct 8, 2018 _185.wav",咱欲去予人請進前先來去siat-tooh一下。,Lán beh khì hōo lâng tshiánn tsìn-tsîng sing lâi-khì siat-tooh--tsi̍t-ē. 【造型 siat-tooh 】,,
"Oct 8, 2018 _186.wav",欲過年矣，逐家攏會去予頭毛店siat-tooh一下。,"Beh kuè-nî--ah, ta̍k-ke lóng ē khì hōo thâu-mn̂g-tiàm siat-tooh--tsi̍t-ē. 【做頭髮 siat-tooh 】",,
"Oct 8, 2018 _187.wav",這軀siat-tsuh愛疊一个好的ne-kut-tái較正式。,Tsit su siat-tsuh ài tha̍h tsi̍t ê hó ê ne-kut-tái khah tsìng-sik. 【襯衫 siat-tsuh 】,,
"Oct 8, 2018 _188.wav",早起時會用得用sio̍k-pháng𩛩煎卵做早起頓。,Tsá-khí-sî ē-īng-eh iōng sio̍k-pháng kauh tsian-nn̄g tsò tsá-khí-tǹg. 【吐司 sio̍k-pháng 】,,
"Oct 8, 2018 _189.wav",這坩sir-tián-lè-sù的鼎是雙胎的喔。,Tsit khann sir-tián-lè-sù ê tiánn sī siang-the--ê--oo. 【不鏽鋼 sir-tián-lè-sù 】,,
"Oct 8, 2018 _190.wav",青菜煠好了後才閣摻一寡sòo-sù。,Tshenn-tshài sa̍h-hó liáu-āu tsiah koh tsham tsi̍t-kuá sòo-sù. 【醬料 sòo-sù 】,,
"Oct 8, 2018 _191.wav",查某人騎su-khù-tà較好，騎傷大隻的會捒袂振動。,"Tsa-bóo-lâng khiâ su-khù-tà khah hó, khiâ siunn tuā tsiah--ê ē sak bē tín-tāng. 【速可達 su-khù-tà 】",,
"Oct 8, 2018 _192.wav",查某人騎su-khù-tà較好，彼種一二五的會捒袂振動。,"Tsa-bóo-lâng khiâ su-khù-tà khah hó, hit tsióng it-jī-ngōo--ê ē sak bē tín-tāng. 【塑膠車 su-khù-tà 】",,
"Oct 8, 2018 _193.wav",借我一支su-lit-pah拍虼蚻。,Tsioh guá tsi̍t ki su-lit-pah phah ka-tsuā. 【拖鞋 su-lit-pah 】,,
"Oct 8, 2018 _194.wav",彼間牛肉場有咧跳su-tó-lip-puh。,Hit king gû-bah-tiûnn ū leh thiàu su-tó-lip-puh. 【脫衣舞 su-tó-lip-puh 】,,
"Oct 8, 2018 _195.wav",有抓耙仔報講彼間牛肉場有咧跳su-tó-lip-puh，所以警察佇後壁徛壁欲來掠。,"Ū jiàu-pê-á pò kóng hit king gû-bah-tiûnn ū leh thiàu su-tó-lip-puh, sóo-í kíng-tshat tī āu-piah khiā piah beh lâi lia̍h。 【脫衣舞 su-tó-lip-puh 】",,
"Oct 8, 2018 _196.wav",阮查某孫上愛食sú-sih。,Gún tsa-bóo-sun siōng ài tsia̍h sú-sih. 【壽司 sú-sih 】,,
"Oct 8, 2018 _197.wav",古早時的飯會配一粒梅仔佮一塊tha-khú-áng。,Kóo-tsá-sî ê pn̄g ē phuè tsi̍t lia̍p muî-á kah tsi̍t tè tha-khú-áng. 【黃蘿蔔 tha-khú-áng 】,,
"Oct 8, 2018 _198.wav",佇咧古早時陣，便當攏會配一粒梅仔佮一塊tha-khú-áng。,"Tī-leh kóo-tsá sî-tsūn, piān-tong lóng-ē phuè tsi̍t lia̍p muî-á kah tsi̍t tè tha-khú-áng. 【黃蘿蔔 tha-khú-áng 】",,
"Oct 8, 2018 _199.wav",大眾運輸較普遍了後，tha-khú-sih就無啥人坐矣。,"Tāi-tsiòng ūn-su khah phóo-phiàn liáu-āu, tha-khú-sih tō bô siánn-lâng tsē--ah. 【計程車 tha-khú-sih 】",,
"Oct 8, 2018 _200.wav",睏Tha-thá-mih比睏眠床較涼較爽快。,Khùn tha-thá-mih pí khùn bîn-tshn̂g khah liâng khah sóng-khuài. 【疊蓆 tha-thá-mih 】,,
"Oct 8, 2018 _201.wav",Tha-thá-mih佇反天的時陣嘛無啥會溼溼，蹛起來蓋快活。,"Tha-thá-mih tī huán-thinn ê sî-tsūn mā bô sánn ē sip-sip, tuà--khí-lâi kài khuìnn-ua̍h. 【塌塌米 tha-thá-mih 】",,
"Oct 8, 2018 _202.wav",我彼台車最近才換四个thài-ià。,Guá hit tâi tshia tsuè-kīn tsiah uānn sì ê thài-ià. 【輪胎 thài-ià 】,,
"Oct 8, 2018 _203.wav",我彼台車最近才共四个thài-ià全部換過一遍。,Guá hit tâi tshia tsuè-kīn tsiah kā sì ê thài-ià tsuân-pōo uānn-kuè tsi̍t piàn. 【輪胎 thài-ià 】,,
"Oct 8, 2018 _204.wav",這種thài-lù會使擋水。,Tsit tsióng thài-lù ē-sái tòng suí. 【瓷磚 thài-lù 】,,
"Oct 8, 2018 _205.wav",灶跤的thài-lù已經必開矣，愛敲電話叫師傅來換。,"Tsàu-kha ê thài-lù í-king pit--khui--ah, ài khà-tiān-uē kiò sai-hū lâi uānn. 【瓷磚 thài-lù 】",,
"Oct 8, 2018 _206.wav",這種thak-khooh的皮蓋厚、蓋khiū、蓋好食。,"Tsit tsióng thak-khooh ê phê kài kāu, kài khiū, kài hó-tsia̍h. 【墨魚 thak-khooh 】",,
"Oct 8, 2018 _207.wav",Thàn-gòo是一款蓋文雅的舞蹈。,Thàn-gòo sī tsi̍t khuán kài bûn-ngá ê bú-tō. 【探戈 thàn-gòo 】,,
"Oct 8, 2018 _208.wav",In跳thàn-gòo跳甲滿埕四界飛。,In thiàu thàn-gòo thiàu kah muá tiânn sì-kè pue. 【探戈 thàn-gòo 】,,
"Oct 8, 2018 _209.wav",這thàng-sù是阿媽的嫁粧嫁來的。,Tse thàng-sù sī a-má ê kè-tsng kà--lâi--ê. 【衣櫥 thàng-sù 】,,
"Oct 8, 2018 _210.wav",拍the-ní-suh愛走來走去的，蓋忝。,"Phah the-ní-suh ài tsáu-lâi-tsáu-khì--ê, kuà thiám. 【網球 the-ní-suh 】",,
"Oct 8, 2018 _211.wav",Seven-eleven的thia̋n-pú-lah規工攏有咧賣。,Seven-eleven ê thia̋n-pú-lah kui kang lóng ū leh bē. 【甜不辣 thia̋n-pú-lah 】,,
"Oct 8, 2018 _212.wav",彼擔暗時佇夜市仔咧賣thia̋n-pú-lah，誠受歡迎，生理有夠好的。,"Hit tànn àm-sî tī iā-tshī-á leh bē thia̋n-pú-lah, tsiânn siū huan-gîng, sing-lí ū-kàu hó--ê. 【甜不辣 thia̋n-pú-lah 】",,
"Oct 8, 2018 _213.wav",駛thoo-lá-khuh了後，伊的身體變蓋䆀。,"Sái thoo-lá-khuh liáu-āu, i ê sin-thé piàn kài bái. 【卡車 thoo-lá-khuh 】",,
"Oct 8, 2018 _214.wav",Thoo-lá-khuh駛過去了後，烏煙黗飛四界，空氣有夠䆀。,"Thoo-lá-khuh sái--kuè-khì liáu-āu, oo-ian-thûn pue sì-kè, khong-khì ū-kàu bái. 【卡車 thoo-lá-khuh 】",,
"Oct 8, 2018 _215.wav",這馬thoo-má-tooh愈來愈甜，毋好食傷濟。,"Tsit-má thoo-má-tooh jú lâi jú tinn, m̄ hó tsia̍h siunn tsē. 【西紅柿 thoo-má-tooh 】",,
"Oct 8, 2018 _216.wav",以早的tóo-sàng蓋有尊嚴，佮這馬無啥仝款。,"Í-tsá ê tóo-sàng kài ū tsun-giâm, kah tsit-má bô siánn kāng-khuán. 【多桑 tóo-sàng 】",,
"Oct 8, 2018 _217.wav",查埔囡仔定定會送tsioo-kóo-lè-tòo予查某囡仔，想袂到煞予人愈食愈肥。,"Ta-poo-gín-á tiānn-tiānn ē sàng tsioo-kóo-lè-tòo hōo tsa-bóo-gín-á, siūnn bē kàu suah hōo lâng jú tsia̍h jú puî. 【巧克力 tsioo-kóo-lè-tòo 】",,
"Oct 8, 2018 _218.wav",這馬蓋濟查埔囡仔會送tsioo-kóo-lè-tòo予查某囡仔食。,Tsit-má kài tsē ta-poo-gín-á ē sàng tsioo-kóo-lè-tòo hōo tsa-bóo-gín-á tsia̍h. 【巧克力 tsioo-kóo-lè-tòo 】,,
"Oct 8, 2018 _219.wav",你去店裡若食了愛會記得予人tsit-puh。,Lí khì tiàm--lí nā tsia̍h-liáu ài ē-kì-tsit hōo lâng tsit-puh. 【小費 tsit-puh 】,,
"Oct 8, 2018 _220.wav",彼間的u-lóng麵蓋khiū，有閒的時陣會使做伙去食看覓。,"Hit king ê u-lóng-mī kài khiū, ū-îng ê sî-tsūn ē-sái tsò-hué khì tsia̍h khuànn-māi. 【烏龍麵 u-lóng 】",,
"Oct 8, 2018 _221.wav",In一定是練習誠久才有法度跳ua-lú-tsuh跳甲遮爾媠。,In it-tīng sī liān-si̍p tsiânn kú tsiah ū huat-tōo thiàu ua-lú-tsuh thiàu kah tsiah-ní suí. 【華爾茲 ua-lú-tsuh 】,,
"Oct 8, 2018 _222.wav",下晡的門口埕，la-jí-ooh傳來ua-lú-tsuh的歌。,"Ē-poo ê mn̂g-kháu-tiânn, la-jí-ooh thuân-lâi ua-lú-tsuh ê kua. 【華爾茲 ua-lú-tsuh 】",,
"Oct 8, 2018 _223.wav",這ua-sá-bih哪會遐爾薟啦？薟甲會擤鼻。,Tse ua-sá-bih ná-ē hiah-nī hiam--lah? Hiam kah ē sǹg-phī. 【芥末 ua-sá-bih 】,,
"Oct 8, 2018 _224.wav",這ua-sá-bih足薟的，會擤鼻喔。,"Tse ua-sá-bih tsiok hiam--ê, ē sǹg-phī--oo. 【山葵醬 ua-sá-bih 】",,
"Oct 8, 2018 _225.wav",穿ua̋i-siat-tsuh看起來較有精神。,Tshīng ua̋i-siat-tsuh khuànn--khí-lâi khah ū tsing-sîn. 【白襯衫 ua̋i-siat-tsuh 】,,
"Oct 8, 2018 _226.wav",你穿ua̋i-siá-tsuh看起來較有精神款。,Lí tshīng ua̋i-siá-tsuh khuànn--khí-lâi khah ū tsing-sîn khuán. 【白襯衫 ua̋i-siá-tsuh 】,,
"Oct 8, 2018 _227.wav",這馬ùn-tsiàng趁錢是愈來愈辛苦。,Tsit-má ùn-tsiàng thàn-tsînn sī jú lâi jú sin-khóo. 【運將 ùn-tsiàng 】,,
